game,move_no,color,player,move,elapsed_ms,self_winrate,opp_self_winrate,auto_resign
1,76,W,b18_v10,G11,926.806,3.234,49.242,False
1,77,B,b28_v2,D6,325.677,10.999,65.922,False
1,78,W,b18_v10,D7,1195.276,1.433,12.066,False
1,79,B,b28_v2,RESIGN,0.0,1.37,95.874,True
2,1,B,b28_v2,Q16,0.203,58.712,42.111,False
2,2,W,b18_v10,D4,0.24,57.088,58.551,False
2,3,B,b28_v2,Q3,324.375,58.57,42.921,False
2,4,W,b18_v10,D16,1194.444,56.705,58.627,False
2,5,B,b28_v2,O17,327.024,59.245,41.582,False
2,6,W,b18_v10,R5,1203.845,54.879,59.041,False
2,7,B,b28_v2,O4,323.946,57.921,42.544,False
2,8,W,b18_v10,Q9,929.433,55.088,57.936,False
2,9,B,b28_v2,C17,326.211,59.401,44.855,False
2,10,W,b18_v10,C16,1194.026,55.503,59.482,False
2,11,B,b28_v2,D17,324.041,59.366,44.886,False
2,12,W,b18_v10,F17,532.039,55.95,59.823,False
2,13,B,b28_v2,F18,323.726,59.119,44.095,False
2,14,W,b18_v10,G17,1066.152,56.202,59.061,False
2,15,B,b28_v2,G18,333.159,58.864,44.877,False
2,16,W,b18_v10,H17,1197.678,55.397,57.723,False
2,17,B,b28_v2,C3,329.097,59.055,45.454,False
2,18,W,b18_v10,D3,805.369,55.358,57.75,False
2,19,B,b28_v2,E17,323.378,60.384,45.483,False
2,20,W,b18_v10,E16,797.942,55.306,59.63,False
2,21,B,b28_v2,C4,324.85,60.271,44.822,False
2,22,W,b18_v10,C6,268.842,55.564,59.745,False
2,23,B,b28_v2,B6,329.376,60.621,43.977,False
2,24,W,b18_v10,B7,799.999,55.218,60.006,False
2,25,B,b28_v2,C5,334.579,59.743,43.888,False
2,26,W,b18_v10,D6,399.561,54.391,59.755,False
2,27,B,b28_v2,D5,323.758,58.677,45.754,False
2,28,W,b18_v10,E5,265.633,53.776,60.981,False
2,29,B,b28_v2,E4,328.298,59.718,44.381,False
2,30,W,b18_v10,E2,399.356,52.192,60.275,False
2,31,B,b28_v2,F4,323.674,58.136,44.847,False
2,32,W,b18_v10,F5,530.188,51.795,59.06,False
2,33,B,b28_v2,G5,324.546,59.932,43.028,False
2,34,W,b18_v10,G6,269.116,51.165,62.029,False
